Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Stim_Type,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Text_Ctx2.started,Instr_CR_Text_Ctx2.stopped,Instr_CR_Press_Ctx2.keys,Instr_CR_Press_Ctx2.rt,Instr_CR_Press_Ctx2.started,Instr_CR_Press_Ctx2.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hand,u,TR,0,3,0.26636597795778383,2,1,0,1,,,,,,,,,,,,,,,,310.5340772001073,None,,,,,,,,,,,,,0,0,308.57224510004744,None,308.57224510004744,None,308.57224510004744,None,309.8996975000482,None,h,0,1.6044753999449313,308.57224510004744,None,310.23408880014904,None,310.23408880014904,None,310.23408880014904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Hand,i,TR,0,4,1.169572886614067,2,1,0,1,,,,,,,,,,,,,,,,312.6831612000242,None,,,,,,,,,,,,,0,0,310.76038410002366,None,310.76038410002366,None,310.76038410002366,None,311.1861247001216,None,i,1,1.584343499969691,310.76038410002366,None,312.37387880007736,None,312.37387880007736,None,312.37387880007736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hand,u,TR,0,5,0.11657462719462619,2,1,0,1,,,,,,,,,,,,,,,,314.9664996000938,None,,,,,,,,,,,,,0,0,312.90612290007994,None,312.90612290007994,None,312.90612290007994,None,314.3827440000605,None,h,0,1.7268336000852287,312.90612290007994,None,314.65735080000013,None,314.65735080000013,None,314.65735080000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hand,h,TR,0,6,0.12031064412739223,2,1,0,1,,,,,,,,,,,,,,,,317.19984110002406,None,,,,,,,,,,,,,0,0,315.1886853000615,None,315.1886853000615,None,315.1886853000615,None,316.66654000012204,None,u,0,1.6769835997838527,315.1886853000615,None,316.8913414000999,None,316.8913414000999,None,316.8913414000999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hand,h,TR,0,7,0.5723121445447887,2,1,0,1,,,,,,,,,,,,,,,,319.4329971000552,None,,,,,,,,,,,,,0,0,317.4221443000715,None,317.4221443000715,None,317.4221443000715,None,318.4497688000556,None,h,1,1.6346482997760177,317.4221443000715,None,319.1300421000924,None,319.1300421000924,None,319.1300421000924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,Symb,l,CR,0,0,1.8,1,1,,1,,,,,,,,,,,,322.1621575001627,None,322.1621575001627,None,322.47929679998197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.6702606000472,None,h,1.2586378999985754,319.6702606000472,None,media/ddnb.png,1,0,0,320.95938939996995,320.95938939996995,320.95938939996995,None,320.95938939996995,None,l,1,1.1291185000445694,320.95938939996995,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,3,Symb,l,CR,0,1,1.8,1,1,,1,,,,,,,,,,,,323.29676649998873,None,323.29676649998873,None,323.6083645999897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,322.70219790004194,322.70219790004194,322.70219790004194,None,322.70219790004194,None,l,1,0.5225672000087798,322.70219790004194,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,2,Symb,u,CR,0,2,1.8,1,1,,1,,,,,,,,,,,,331.1785856001079,None,331.1785856001079,None,331.4911281000823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,323.84827530011535,323.84827530011535,323.84827530011535,None,323.84827530011535,None,u,1,7.264458700083196,323.84827530011535,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,0,Symb,h,CR,0,3,1.8,1,1,,1,,,,,,,,,,,,332.3953599999659,None,332.3953599999659,None,332.70769140007906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,331.72911910014227,331.72911910014227,331.72911910014227,None,331.72911910014227,None,h,1,0.5922912999521941,331.72911910014227,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,1,Symb,i,CR,0,4,1.8,1,1,,1,,,,,,,,,,,,333.44385790009983,None,333.44385790009983,None,333.75799349998124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,332.9261454001535,332.9261454001535,332.9261454001535,None,332.9261454001535,None,i,1,0.4425820999313146,332.9261454001535,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,1,Symb,i,CR,0,5,1.8,1,1,,1,,,,,,,,,,,,334.49485670006834,None,334.49485670006834,None,334.8163165000733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,333.99862139998004,333.99862139998004,333.99862139998004,None,333.99862139998004,None,i,1,0.4341110000386834,333.99862139998004,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,0,Symb,h,CR,0,6,1.8,1,1,,1,,,,,,,,,,,,335.57457539997995,None,335.57457539997995,None,336.60475430008955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,335.0266905000899,335.0266905000899,335.0266905000899,None,335.0266905000899,None,u,0,0.4860282000154257,335.0266905000899,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,0,Symb,h,CR,0,6,1.8,1,1,,1,,,,,,,,,,,,337.1626747001428,None,337.1626747001428,None,337.4741239999421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,1,0,336.8256516000256,336.8256516000256,336.8256516000256,None,336.8256516000256,None,h,1,0.27099540014751256,336.8256516000256,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,2,Symb,u,CR,0,7,1.8,1,1,,1,,,,,,,,,,,,338.47416420001537,None,338.47416420001537,None,338.7959382000845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,337.7234728001058,337.7234728001058,337.7234728001058,None,337.7234728001058,None,u,1,0.6691944000776857,337.7234728001058,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,3,Symb,l,CR,0,8,1.8,1,1,,1,,,,,,,,,,,,339.6108266999945,None,339.6108266999945,None,339.9237705001142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,339.00930649996735,339.00930649996735,339.00930649996735,None,339.00930649996735,None,l,1,0.527316499967128,339.00930649996735,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,1,Symb,i,CR,0,9,1.8,1,1,,1,,,,,,,,,,,,340.74538259999827,None,340.74538259999827,None,341.0611741000321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,340.15088940015994,340.15088940015994,340.15088940015994,None,340.15088940015994,None,i,1,0.5296231999527663,340.15088940015994,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,0,Symb,h,CR,0,10,1.8,1,1,,1,,,,,,,,,,,,342.14468870009296,None,342.14468870009296,None,342.4572714001406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,341.274848600151,341.274848600151,341.274848600151,None,341.274848600151,None,h,1,0.8057611999101937,341.274848600151,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,0,Symb,h,CR,0,11,1.8,1,1,,1,,,,,,,,,,,,343.5123813999817,None,343.5123813999817,None,343.85861340002157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,342.68294059997424,342.68294059997424,342.68294059997424,None,342.68294059997424,None,h,1,0.725772500038147,342.68294059997424,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,0,1.8,1,1,,1,,,,,,,,,,,,349.0954549999442,None,349.0954549999442,None,349.40967410011217,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,346.10916920006275,346.10916920006275,346.10916920006275,None,346.10916920006275,None,i,1,2.875775499967858,346.10916920006275,None,344.081269999966,None,h,1.999598199967295,344.081269999966,None,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,1,1.8,1,1,,1,,,,,,,,,,,,351.3017367001157,None,351.3017367001157,None,352.34401530004106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,349.62660790001974,349.62660790001974,349.62660790001974,None,349.62660790001974,None,l,0,1.5825346000492573,349.62660790001974,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,1,1.8,1,1,,1,,,,,,,,,,,,353.3558233999647,None,353.3558233999647,None,353.68762480001897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,1,0,352.5601268000901,352.5601268000901,352.5601268000901,None,352.5601268000901,None,h,1,0.7124332000967115,352.5601268000901,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,2,1.8,1,1,,1,,,,,,,,,,,,354.79541849996895,None,354.79541849996895,None,355.1077608000487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,353.9094772001263,353.9094772001263,353.9094772001263,None,353.9094772001263,None,u,1,0.794882999965921,353.9094772001263,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,3,1.8,1,1,,1,,,,,,,,,,,,356.01211160002276,None,356.01211160002276,None,356.32456089998595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,355.34712489997037,355.34712489997037,355.34712489997037,None,355.34712489997037,None,u,1,0.5975033999420702,355.34712489997037,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,4,1.8,1,1,,1,,,,,,,,,,,,357.23218910000287,None,357.23218910000287,None,357.5503026000224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,356.5425267999526,356.5425267999526,356.5425267999526,None,356.5425267999526,None,h,1,0.6188504002057016,356.5425267999526,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,5,1.8,1,1,,1,,,,,,,,,,,,359.01744060008787,None,359.01744060008787,None,359.3281853001099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,357.7601082001347,357.7601082001347,357.7601082001347,None,357.7601082001347,None,l,1,1.1687968999613076,357.7601082001347,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,6,1.8,1,1,,1,,,,,,,,,,,,360.0280112000182,None,360.0280112000182,None,360.3463502000086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,359.5473063001409,359.5473063001409,359.5473063001409,None,359.5473063001409,None,l,1,0.41337880003266037,359.5473063001409,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,7,1.8,1,1,,1,,,,,,,,,,,,361.5046678001527,None,361.5046678001527,None,361.82993909996003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,360.580115100136,360.580115100136,360.580115100136,None,360.580115100136,None,i,1,0.8208119999617338,360.580115100136,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,8,1.8,1,1,,1,,,,,,,,,,,,362.9035334000364,None,362.9035334000364,None,363.22495730011724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,362.0611485999543,362.0611485999543,362.0611485999543,None,362.0611485999543,None,l,1,0.7634825999848545,362.0611485999543,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,2,Symb,l,CR,0,9,1.8,1,1,,1,,,,,,,,,,,,363.94505360000767,None,363.94505360000767,None,364.26092180004343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,363.4425514000468,363.4425514000468,363.4425514000468,None,363.4425514000468,None,l,1,0.4227191999088973,363.4425514000468,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,10,1.8,1,1,,1,,,,,,,,,,,,367.3116250000894,None,367.3116250000894,None,367.62504329998046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,364.47681150003336,364.47681150003336,364.47681150003336,None,364.47681150003336,None,h,1,2.7725270001683384,364.47681150003336,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,1,Symb,h,CR,0,11,1.8,1,1,,1,,,,,,,,,,,,368.32219230011106,None,368.32219230011106,None,368.6537266999949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,367.8456943000201,367.8456943000201,367.8456943000201,None,367.8456943000201,None,h,1,0.37231869995594025,367.8456943000201,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,12,1.8,1,1,,1,,,,,,,,,,,,369.8275733999908,None,369.8275733999908,None,370.15898460010067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,368.8956027000677,368.8956027000677,368.8956027000677,None,368.8956027000677,None,i,1,0.8570614999625832,368.8956027000677,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,0,Symb,u,CR,0,13,1.8,1,1,,1,,,,,,,,,,,,371.1782522001304,None,371.1782522001304,None,371.4987806000281,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,370.38172730011865,370.38172730011865,370.38172730011865,None,370.38172730011865,None,u,1,0.7227866998873651,370.38172730011865,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,3,Symb,i,CR,0,14,1.8,1,1,,1,,,,,,,,,,,,372.9781692000106,None,372.9781692000106,None,373.31087230006233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,371.7092457001563,371.7092457001563,371.7092457001563,None,371.7092457001563,None,i,1,1.2032411999534816,371.7092457001563,None,,,,,,,1,1,2020_Dec_04_1941,Context_Learning_new,2020.1.3,60.03182893635858,
