Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,Instr_RT_Day1_Bool.thisRepN,Instr_RT_Day1_Bool.thisTrialN,Instr_RT_Day1_Bool.thisN,Instr_RT_Day1_Bool.thisIndex,Instr_RT_Days_Bool.thisRepN,Instr_RT_Days_Bool.thisTrialN,Instr_RT_Days_Bool.thisN,Instr_RT_Days_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Old_Bool.thisRepN,TR_Old_Bool.thisTrialN,TR_Old_Bool.thisN,TR_Old_Bool.thisIndex,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_Day1_Text.started,Instr_RT_Day1_Text.stopped,Instr_RT_Day1_Press.keys,Instr_RT_Day1_Press.rt,Instr_RT_Day1_Press.started,Instr_RT_Day1_Press.stopped,Instr_TR_text.started,Instr_TR_text.stopped,Instr_TR_Press.keys,Instr_TR_Press.rt,Instr_TR_Press.started,Instr_TR_Press.stopped,TR_Circle_Frame.started,TR_Circle_Frame.stopped,TR_Circle.started,TR_Circle.stopped,TR_Ctx.started,TR_Ctx.stopped,TR_Stim_Image.started,TR_Stim_Image.stopped,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Press.started,TR_Press.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR,0,13,0.6163555223357975,1,1,,1,,,,,,,,,,,,54.43726129992865,None,54.43726129992865,None,54.753060000017285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,53.59252469986677,53.59252469986677,53.59252469986677,None,53.59252469986677,None,i,1,0.769962599966675,53.59252469986677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR,0,14,0.5619694244607116,1,1,,1,,,,,,,,,,,,55.63005919987336,None,55.63005919987336,None,55.96868209983222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,54.981105299899355,54.981105299899355,54.981105299899355,None,54.981105299899355,None,u,1,0.5655237999744713,54.981105299899355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR,0,15,0.7846069313418778,1,1,,1,,,,,,,,,,,,57.02548949979246,None,57.02548949979246,None,57.34698179992847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,56.20738989999518,56.20738989999518,56.20738989999518,None,56.20738989999518,None,i,1,0.7073900999967009,56.20738989999518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR,0,16,1.0357866078298954,1,1,,1,,,,,,,,,,,,58.24258299986832,None,58.24258299986832,None,58.56346519989893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,57.57610960002057,57.57610960002057,57.57610960002057,None,57.57610960002057,None,i,1,0.5871383999474347,57.57610960002057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR,0,17,0.8372407260102186,1,1,,1,,,,,,,,,,,,59.578375899931416,None,59.578375899931416,None,59.90660879993811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,58.80237809987739,58.80237809987739,58.80237809987739,None,58.80237809987739,None,h,1,0.696177100064233,58.80237809987739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR,0,18,1.2064828655687367,1,1,,1,,,,,,,,,,,,61.10587259987369,None,61.10587259987369,None,61.42738589993678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,60.14543089992367,60.14543089992367,60.14543089992367,None,60.14543089992367,None,u,1,0.8816919000819325,60.14543089992367,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR,0,19,0.4217475046122081,1,1,,1,,,,,,,,,,,,62.11054109991528,None,62.11054109991528,None,62.4262238999363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,61.64144719997421,61.64144719997421,61.64144719997421,None,61.64144719997421,None,l,1,0.3930474000517279,61.64144719997421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,RT,0,0,0.10050814129129493,1,1,,1,,,,,,,,,,,,68.60539549984969,None,68.60539549984969,None,68.91164389997721,None,,,,,,,63.42822659993544,None,h,1.3422662999946624,63.42822659993544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,64.79578879987821,64.79578879987821,64.79578879987821,None,64.79578879987821,None,i,1,3.7591347999405116,64.79578879987821,None,,,,,,,62.6475693997927,None,h,0.7477200001012534,62.6475693997927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,RT,0,1,0.8180297337617402,1,1,,1,,,,,,,,,,,,69.65318329981528,None,69.65318329981528,None,69.96215969999321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,69.11611369997263,69.11611369997263,69.11611369997263,None,69.11611369997263,None,i,1,0.49573289998807013,69.11611369997263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,RT,0,2,0.08411646925046812,1,1,,1,,,,,,,,,,,,70.9753258000128,None,70.9753258000128,None,71.27835459983908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,70.17793249990791,70.17793249990791,70.17793249990791,None,70.17793249990791,None,l,1,0.7605382998008281,70.17793249990791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,RT,0,3,0.29974872668696384,1,1,,1,,,,,,,,,,,,71.87312039989047,None,71.87312039989047,None,72.1781275998801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,71.47814619983546,71.47814619983546,71.47814619983546,None,71.47814619983546,None,u,1,0.3644190998747945,71.47814619983546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,h,TR,0,0,0.2971649931042495,1,1,,1,,,,,,,,,,,,,,,,77.89499849989079,None,,,,,,,73.5835211998783,None,h,2.3153726998716593,73.5835211998783,None,0,0,,,,,,,,,,,,,,77.58683869987726,None,77.58683869987726,None,77.58683869987726,None,,,,,,,media/dnnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,72.3788205999881,None,h,1.1759262001141906,72.3788205999881,None,75.9334410999436,75.9334410999436,75.9334410999436,None,75.9334410999436,None,77.22790079982951,None,h,1,1.6290414999239147,75.9334410999436,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1,h,TR,0,1,0.6055454737702217,1,1,,1,,,,,,,,,,,,,,,,80.0301909998525,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,79.71518169995397,None,79.71518169995397,None,79.71518169995397,None,,,,,,,media/dnnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.10297999996692,78.10297999996692,78.10297999996692,None,78.10297999996692,None,79.09477039985359,None,h,1,1.5716967000626028,78.10297999996692,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,2,u,TR,0,2,0.7892636786903342,1,1,,1,,,,,,,,,,,,,,,,82.17851609992795,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,81.86996629997157,None,81.86996629997157,None,81.86996629997157,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.24928909982555,80.24928909982555,80.24928909982555,None,80.24928909982555,None,81.0447285999544,None,l,0,1.5850711001548916,80.24928909982555,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,u,TR,0,3,0.10125946237040218,1,1,,1,,,,,,,,,,,,,,,,84.31154799996875,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,83.9966716999188,None,83.9966716999188,None,83.9966716999188,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.37987529998645,82.37987529998645,82.37987529998645,None,82.37987529998645,None,83.86116779991426,None,u,1,1.5824672000017017,82.37987529998645,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,h,TR,0,0,0.7226219765532254,2,1,,1,,,,,,,,,,,,,,,,87.59673829982057,None,,,,,,,84.51741909980774,None,h,1.0942637999542058,84.51741909980774,None,0,0,,,,,,,,,,,,,,87.29133699997328,None,87.29133699997328,None,87.29133699997328,None,,,,,,,media/dnnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.63658079993911,85.63658079993911,85.63658079993911,None,85.63658079993911,None,86.51143319997936,None,h,1,1.6146617999766022,85.63658079993911,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,3,l,TR,0,1,0.8658499077368393,2,1,,1,,,,,,,,,,,,,,,,89.6948205998633,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,89.38188539980911,None,89.38188539980911,None,89.38188539980911,None,,,,,,,media/ddnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.81148169981316,87.81148169981316,87.81148169981316,None,87.81148169981316,None,88.52810519980267,None,u,0,1.542907499941066,87.81148169981316,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,0,h,TR,0,2,0.4101339332728209,2,1,,1,,,,,,,,,,,,,,,,91.8791439998895,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,91.5717568998225,None,91.5717568998225,None,91.5717568998225,None,,,,,,,media/djnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.90096909995191,89.90096909995191,89.90096909995191,None,89.90096909995191,None,91.08040510001592,None,i,0,1.6455743999686092,89.90096909995191,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,u,TR,0,3,0.5026416006615688,2,1,,1,,,,,,,,,,,,,,,,97.84511399990879,None,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0815208000131,92.0815208000131,92.0815208000131,93.87828389997594,92.0815208000131,93.89508039993234,93.16137250000611,None,None,0,,92.0815208000131,93.89508039993234,94.97440449986607,None,94.97440449986607,None,h,0.8560905000194907,96.96227369992994,None,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,l,TR,0,0,0.6391227410287501,3,1,,1,,,,,,,,,,,,,,,,106.92815289995633,None,,,,,,,98.05874319979921,None,h,1.2155426000244915,98.05874319979921,None,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.29752739984542,99.29752739984542,99.29752739984542,101.07830989989452,99.29752739984542,101.11410409980454,100.24494099989533,None,None,0,,99.29752739984542,101.11410409980454,102.05093399994075,None,102.05093399994075,None,h,2.852524100104347,104.04592769988813,None,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,3,l,TR,0,1,0.37872274519521154,3,1,,1,,,,,,,,,,,,,,,,109.14481189986691,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,108.83282669982873,None,108.83282669982873,None,108.83282669982873,None,,,,,,,media/ddnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.12920729978941,107.12920729978941,107.12920729978941,None,107.12920729978941,None,108.34751859982498,None,l,1,1.66569979977794,107.12920729978941,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,2,u,TR,0,2,1.1305302816787268,3,1,,1,,,,,,,,,,,,,,,,111.1788527998142,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,110.87550949980505,None,110.87550949980505,None,110.87550949980505,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.34551779995672,109.34551779995672,109.34551779995672,None,109.34551779995672,None,109.79502229997888,None,u,1,1.4729927000589669,109.34551779995672,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,u,TR,0,3,0.5378224525332063,3,1,,1,,,,,,,,,,,,,,,,113.19568539992906,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,112.89410089980811,None,112.89410089980811,None,112.89410089980811,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.39415879989974,111.39415879989974,111.39415879989974,None,111.39415879989974,None,112.42878139996901,None,h,0,1.4644444999285042,111.39415879989974,None,,,,,,,,,1,1,2020_Dec_04_1503,Context_Learning_new,2020.1.3,60.22376747973457,
