Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,9,0.7394371863852212,1,1,,,,,,,,,,,,,46.66603680001572,None,46.66603680001572,None,46.99200899992138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,45.92794059985317,45.92794059985317,45.92794059985317,None,45.92794059985317,None,u,1,0.6642036000266671,45.92794059985317,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,0,0.895367782878441,1,1,,,,,,,,,,,,,51.93261499982327,None,51.93261499982327,None,52.26683959993534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,49.48525549983606,49.48525549983606,49.48525549983606,None,49.48525549983606,None,h,1,2.371389700099826,49.48525549983606,None,47.20961739984341,None,h,2.2143445999827236,47.20961739984341,None,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,0.3764691222851213,1,1,,,,,,,,,,,,,55.09194289986044,None,55.09194289986044,None,56.1138666998595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,52.48033369984478,52.48033369984478,52.48033369984478,None,52.48033369984478,None,u,0,2.511434799991548,52.48033369984478,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,0.3605161773402985,1,1,,,,,,,,,,,,,57.190617699874565,None,57.190617699874565,None,57.52055499982089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,1,0,56.327988900011405,56.327988900011405,56.327988900011405,None,56.327988900011405,None,i,1,0.776308000087738,56.327988900011405,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,2,0.5485067540257382,1,1,,,,,,,,,,,,,58.59717379999347,None,58.59717379999347,None,58.93165319995023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,57.74343419983052,57.74343419983052,57.74343419983052,None,57.74343419983052,None,h,1,0.7929533999413252,57.74343419983052,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,3,0.47561666489004994,1,1,,,,,,,,,,,,,60.05524599994533,None,60.05524599994533,None,60.376585899852216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,59.15676389983855,59.15676389983855,59.15676389983855,None,59.15676389983855,None,u,1,0.827244299929589,59.15676389983855,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,4,0.6710114466085473,1,1,,,,,,,,,,,,,63.12390480004251,None,63.12390480004251,None,64.14102849992923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,60.59757829993032,60.59757829993032,60.59757829993032,None,60.59757829993032,None,h,0,2.4421676001511514,60.59757829993032,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,4,0.03785364559953841,1,1,,,,,,,,,,,,,65.12493269983679,None,65.12493269983679,None,66.14122639992274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,1,0,64.36009619990364,64.36009619990364,64.36009619990364,None,64.36009619990364,None,u,0,0.6955862001050264,64.36009619990364,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,4,0.042445277740939424,1,1,,,,,,,,,,,,,66.70886010001414,None,66.70886010001414,None,67.72596309985965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,2,0,66.35920639988035,66.35920639988035,66.35920639988035,None,66.35920639988035,None,l,0,0.2884915000759065,66.35920639988035,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,4,1.1186072991570197,1,1,,,,,,,,,,,,,71.27460919995792,None,71.27460919995792,None,71.61488480004482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,3,0,67.94347669999115,67.94347669999115,67.94347669999115,None,67.94347669999115,None,i,1,3.2565635999199003,67.94347669999115,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,5,0.5234569376802207,1,1,,,,,,,,,,,,,74.06206270004623,None,74.06206270004623,None,74.37713050004095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,71.8279263000004,71.8279263000004,71.8279263000004,None,71.8279263000004,None,l,1,2.1636355000082403,71.8279263000004,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,6,0.5090139138414818,1,1,,,,,,,,,,,,,76.1702071998734,None,76.1702071998734,None,76.48067969991826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,74.60648779990152,74.60648779990152,74.60648779990152,None,74.60648779990152,None,l,1,1.481283500092104,74.60648779990152,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,7,1.0174086877721462,1,1,,,,,,,,,,,,,77.60669109993614,None,77.60669109993614,None,78.6305604998488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,76.70888519985601,76.70888519985601,76.70888519985601,None,76.70888519985601,None,h,0,0.8270372999832034,76.70888519985601,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,7,0.9781132468065621,1,1,,,,,,,,,,,,,80.95923729985952,None,80.95923729985952,None,81.97743949992582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,1,0,78.84408669988625,78.84408669988625,78.84408669988625,None,78.84408669988625,None,i,0,2.051762599963695,78.84408669988625,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,7,0.7189889353504071,1,1,,,,,,,,,,,,,82.65957339992747,None,82.65957339992747,None,82.97756129992194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,2,0,82.2202787999995,82.2202787999995,82.2202787999995,None,82.2202787999995,None,u,1,0.3480169998947531,82.2202787999995,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,8,0.028466673511043927,1,1,,,,,,,,,,,,,84.38435689988546,None,84.38435689988546,None,84.70914709987119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,83.19483789987862,83.19483789987862,83.19483789987862,None,83.19483789987862,None,i,1,1.1173578000161797,83.19483789987862,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,9,0.8497399751618586,1,1,,,,,,,,,,,,,85.97982639982365,None,85.97982639982365,None,86.3025547999423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,84.92860079999082,84.92860079999082,84.92860079999082,None,84.92860079999082,None,h,1,0.9915304000023752,84.92860079999082,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,10,0.6139544059651219,1,1,,,,,,,,,,,,,87.4241571999155,None,87.4241571999155,None,87.74337419983931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,86.51922110002488,86.51922110002488,86.51922110002488,None,86.51922110002488,None,i,1,0.8085384999867529,86.51922110002488,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,11,1.1899544961672543,1,1,,,,,,,,,,,,,88.42084589996375,None,88.42084589996375,None,88.75239949999377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,87.97094919998199,87.97094919998199,87.97094919998199,None,87.97094919998199,None,l,1,0.3808834000956267,87.97094919998199,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,12,1.0240746238150085,1,1,,,,,,,,,,,,,90.20213459990919,None,90.20213459990919,None,90.51081809983589,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,88.96228559990413,88.96228559990413,88.96228559990413,None,88.96228559990413,None,u,1,1.1581106998492032,88.96228559990413,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,13,0.8041817829427806,1,1,,,,,,,,,,,,,91.57883769995533,None,91.57883769995533,None,91.90000779996626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,90.73439689981751,90.73439689981751,90.73439689981751,None,90.73439689981751,None,h,1,0.7778263001237065,90.73439689981751,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,14,0.85780085303193,1,1,,,,,,,,,,,,,92.83000179985538,None,92.83000179985538,None,93.15568530000746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,92.12398099992424,92.12398099992424,92.12398099992424,None,92.12398099992424,None,u,1,0.6360367999877781,92.12398099992424,None,,,,,,,,,,,,,1,1,2020_Dec_04_0127,Context_Learning_new,2020.1.3,60.075719453866064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,RT,0,0,1.1753335252315815,1,1,,,,,,,,,,,,,,,,,,,,,,,,,94.25855199992657,None,h,0.6530294001568109,94.25855199992657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,,,,,,,,,,,,,,,,,,93.37043490004726,None,h,0.8614938999526203,93.37043490004726,None,,,,,,,
