Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,5,0.5282076329750613,1,1,,,,,,,,,,,,,42.93134849984199,None,42.93134849984199,None,43.2674559999723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,42.34430819982663,42.34430819982663,42.34430819982663,None,42.34430819982663,None,u,1,0.5175111999269575,42.34430819982663,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,6,0.6121677419126228,1,1,,,,,,,,,,,,,44.71292189997621,None,44.71292189997621,None,45.026366599835455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,43.477487499825656,43.477487499825656,43.477487499825656,None,43.477487499825656,None,i,1,1.1685535998549312,43.477487499825656,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,7,0.32390403948889124,1,1,,,,,,,,,,,,,45.76290879980661,None,45.76290879980661,None,46.098786499816924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,45.27627759985626,45.27627759985626,45.27627759985626,None,45.27627759985626,None,l,1,0.4181828999426216,45.27627759985626,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,8,0.6137696840129394,1,1,,,,,,,,,,,,,47.20598359988071,None,47.20598359988071,None,48.242127999896184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,46.31101689999923,46.31101689999923,46.31101689999923,None,46.31101689999923,None,i,0,0.823813599999994,46.31101689999923,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,8,0.25429240865857516,1,1,,,,,,,,,,,,,48.91392879979685,None,48.91392879979685,None,49.227269699797034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,1,0,48.4606680998113,48.4606680998113,48.4606680998113,None,48.4606680998113,None,l,1,0.38534780009649694,48.4606680998113,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,9,0.004493709584931338,1,1,,,,,,,,,,,,,50.534503399860114,None,50.534503399860114,None,51.547180800000206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,49.465776699827984,49.465776699827984,49.465776699827984,None,49.465776699827984,None,h,0,0.9721931999083608,49.465776699827984,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,9,0.32142573178543343,1,1,,,,,,,,,,,,,52.20033869985491,None,52.20033869985491,None,52.512155199889094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,1,0,51.77148969983682,51.77148969983682,51.77148969983682,None,51.77148969983682,None,u,1,0.36274669994600117,51.77148969983682,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,10,1.1533126501688822,1,1,,,,,,,,,,,,,53.65683089988306,None,53.65683089988306,None,53.97655879985541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,52.73591549997218,52.73591549997218,52.73591549997218,None,52.73591549997218,None,h,1,0.8060091999359429,52.73591549997218,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,11,0.9300069389678125,1,1,,,,,,,,,,,,,54.72342840000056,None,54.72342840000056,None,55.04268559999764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,54.201782799791545,54.201782799791545,54.201782799791545,None,54.201782799791545,None,i,1,0.4441281999461353,54.201782799791545,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,12,0.9534887711264924,1,1,,,,,,,,,,,,,55.90413299994543,None,55.90413299994543,None,56.23152349982411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,55.282508599804714,55.282508599804714,55.282508599804714,None,55.282508599804714,None,u,1,0.5486939998809248,55.282508599804714,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,13,0.3118920454245988,1,1,,,,,,,,,,,,,57.35425919992849,None,57.35425919992849,None,57.68233719980344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,56.444861399941146,56.444861399941146,56.444861399941146,None,56.444861399941146,None,h,1,0.8331160000525415,56.444861399941146,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,14,0.6721199977715699,1,1,,,,,,,,,,,,,58.4629953999538,None,58.4629953999538,None,58.77754239994101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,57.89501849981025,57.89501849981025,57.89501849981025,None,57.89501849981025,None,i,1,0.5031528999097645,57.89501849981025,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,15,0.3455220280105429,1,1,,,,,,,,,,,,,60.5451867999509,None,60.5451867999509,None,60.88168049999513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,58.99635639996268,58.99635639996268,58.99635639996268,None,58.99635639996268,None,l,1,1.4738179000560194,58.99635639996268,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,16,1.1680794830816326,1,1,,,,,,,,,,,,,62.912371799815446,None,62.912371799815446,None,63.226871399907395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,61.10469269985333,61.10469269985333,61.10469269985333,None,61.10469269985333,None,l,1,1.733611699892208,61.10469269985333,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,u,CR_Old,0,0,0.3390355027954832,1,1,,,,,,,,,,,,,67.1482369999867,None,67.1482369999867,None,68.18509879987687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,64.5289878998883,64.5289878998883,64.5289878998883,None,64.5289878998883,None,h,0,2.557002699933946,64.5289878998883,None,63.43546049995348,None,h,1.0584216001443565,63.43546049995348,None,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,u,CR_Old,0,0,0.5450549617310767,1,1,,,,,,,,,,,,,68.8272667999845,None,68.8272667999845,None,69.16011489997618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,1,0,68.39630539994687,68.39630539994687,68.39630539994687,None,68.39630539994687,None,u,1,0.35345649998635054,68.39630539994687,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,1,0.44313071911568924,1,1,,,,,,,,,,,,,70.58080679993145,None,70.58080679993145,None,70.89989089989103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,69.39453449985012,69.39453449985012,69.39453449985012,None,69.39453449985012,None,h,1,1.1153943999670446,69.39453449985012,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,2,0.3394529604012386,1,1,,,,,,,,,,,,,74.42601479985751,None,74.42601479985751,None,75.46495009982027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,71.12118709995411,71.12118709995411,71.12118709995411,None,71.12118709995411,None,i,0,3.1979336999356747,71.12118709995411,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,2,0.26126425400382924,1,1,,,,,,,,,,,,,75.93105989997275,None,75.93105989997275,None,76.2543114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,1,0,75.68390659987926,75.68390659987926,75.68390659987926,None,75.68390659987926,None,l,1,0.18595049995929003,75.68390659987926,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,3,0.4158856508524933,1,1,,,,,,,,,,,,,77.51941309985705,None,77.51941309985705,None,77.83266989979893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,76.48737679980695,76.48737679980695,76.48737679980695,None,76.48737679980695,None,h,1,0.9663635001052171,76.48737679980695,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,4,0.4200238351419783,1,1,,,,,,,,,,,,,80.02895319997333,None,80.02895319997333,None,80.35030039981939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,78.04423189978115,78.04423189978115,78.04423189978115,None,78.04423189978115,None,i,1,1.921676900004968,78.04423189978115,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,u,CR_Old,0,5,1.2329955026919701,1,1,,,,,,,,,,,,,81.38237399980426,None,81.38237399980426,None,81.70630859979428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,80.56305729993619,80.56305729993619,80.56305729993619,None,80.56305729993619,None,u,1,0.7556998999789357,80.56305729993619,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,6,0.7669902905516921,1,1,,,,,,,,,,,,,82.71586369979195,None,82.71586369979195,None,83.03812329983339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,81.93205099995248,81.93205099995248,81.93205099995248,None,81.93205099995248,None,i,1,0.6906334001105279,81.93205099995248,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,7,0.6485283425076993,1,1,,,,,,,,,,,,,83.64779419987462,None,83.64779419987462,None,83.98268769984134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,83.2706012998242,83.2706012998242,83.2706012998242,None,83.2706012998242,None,l,1,0.3113415001425892,83.2706012998242,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,u,CR_Old,0,8,0.5888240617634322,1,1,,,,,,,,,,,,,85.06294639990665,None,85.06294639990665,None,85.3774381999392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,84.20128139993176,84.20128139993176,84.20128139993176,None,84.20128139993176,None,u,1,0.7965287999249995,84.20128139993176,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,9,0.3584066399523014,1,1,,,,,,,,,,,,,86.35428409976885,None,86.35428409976885,None,86.69551799981855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,85.60352429980412,85.60352429980412,85.60352429980412,None,85.60352429980412,None,i,1,0.6823543000500649,85.60352429980412,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,10,0.11258661717347596,1,1,,,,,,,,,,,,,87.76005469984375,None,87.76005469984375,None,88.07672749995254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,86.91208289982751,86.91208289982751,86.91208289982751,None,86.91208289982751,None,l,1,0.7738517001271248,86.91208289982751,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,u,RT,0,0,0.9105825985836768,1,1,,,,,,,,,,,,,91.34133069985546,None,91.34133069985546,None,91.65268739988096,None,,,,,,,88.94601429998875,None,h,0.47578729991801083,88.94601429998875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,89.45307569997385,89.45307569997385,89.45307569997385,None,89.45307569997385,None,u,1,1.8648525001481175,89.45307569997385,None,,,,,,,88.3058845999185,None,h,0.6120186001062393,88.3058845999185,None,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,3,i,RT,0,1,0.3800434370946746,1,1,,,,,,,,,,,,,92.79642829997465,None,92.79642829997465,None,93.80242759990506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,91.85240879980847,91.85240879980847,91.85240879980847,None,91.85240879980847,None,l,0,0.9134855000302196,91.85240879980847,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,1,l,RT,0,2,0.8002118237770262,1,1,,,,,,,,,,,,,94.91571609978564,None,94.91571609978564,None,95.21909579983912,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,94.00242979987524,94.00242979987524,94.00242979987524,None,94.00242979987524,None,l,1,0.8755060001276433,94.00242979987524,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,i,RT,0,3,0.5981085311010892,1,1,,,,,,,,,,,,,96.21212919987738,None,96.21212919987738,None,96.51933349994943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,95.41920069977641,95.41920069977641,95.41920069977641,None,95.41920069977641,None,i,1,0.7626594000030309,95.41920069977641,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,3,u,RT,0,0,0.8841475207761322,2,1,,,,,,,,,,,,,102.09508739993908,None,102.09508739993908,None,102.40262819989584,None,,,,,,,96.73493249993771,None,h,3.535256100120023,96.73493249993771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,100.28878549998626,100.28878549998626,100.28878549998626,None,100.28878549998626,None,u,1,1.7653907998465002,100.28878549998626,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,3,u,RT,0,1,0.9876005716635796,2,1,,,,,,,,,,,,,103.39116619993001,None,103.39116619993001,None,103.70333779999055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,102.60342069994658,102.60342069994658,102.60342069994658,None,102.60342069994658,None,u,1,0.762441199971363,102.60342069994658,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
