Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,Instr_RT_Day1_Bool.thisRepN,Instr_RT_Day1_Bool.thisTrialN,Instr_RT_Day1_Bool.thisN,Instr_RT_Day1_Bool.thisIndex,Instr_RT_Days_Bool.thisRepN,Instr_RT_Days_Bool.thisTrialN,Instr_RT_Days_Bool.thisN,Instr_RT_Days_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_Day1_Text.started,Instr_RT_Day1_Text.stopped,Instr_RT_Day1_Press.keys,Instr_RT_Day1_Press.rt,Instr_RT_Day1_Press.started,Instr_RT_Day1_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,6,0.7037003408819229,1,1,,1,,,,,,,,,,,,47.27520309993997,None,47.27520309993997,None,48.2905168000143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,46.895113500067964,46.895113500067964,46.895113500067964,None,46.895113500067964,None,u,0,0.2985239999834448,46.895113500067964,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,6,0.9076578004532634,1,1,,1,,,,,,,,,,,,48.93167739990167,None,48.93167739990167,None,49.258507899940014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,1,0,48.52555219992064,48.52555219992064,48.52555219992064,None,48.52555219992064,None,i,1,0.3250955000985414,48.52555219992064,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,7,0.14672520791414811,1,1,,1,,,,,,,,,,,,50.22224049991928,None,50.22224049991928,None,51.25573450000957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,49.49047979991883,49.49047979991883,49.49047979991883,None,49.49047979991883,None,i,0,0.670991700142622,49.49047979991883,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,7,0.8651492843262683,1,1,,1,,,,,,,,,,,,51.809655599994585,None,51.809655599994585,None,52.12371199997142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,1,0,51.481434900080785,51.481434900080785,51.481434900080785,None,51.481434900080785,None,u,1,0.24856920004822314,51.481434900080785,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,8,0.32659124502157777,1,1,,1,,,,,,,,,,,,53.01057170005515,None,53.01057170005515,None,53.33213529991917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,52.363780400017276,52.363780400017276,52.363780400017276,None,52.363780400017276,None,u,1,0.5815500000026077,52.363780400017276,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,9,0.8357991959205624,1,1,,1,,,,,,,,,,,,54.24692659988068,None,54.24692659988068,None,54.57084359996952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,53.560407999902964,53.560407999902964,53.560407999902964,None,53.560407999902964,None,l,1,0.6092676999978721,53.560407999902964,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,10,0.9252446728957842,1,1,,1,,,,,,,,,,,,55.22524269996211,None,55.22524269996211,None,56.25000920007005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,54.80141770001501,54.80141770001501,54.80141770001501,None,54.80141770001501,None,i,0,0.3449556000996381,54.80141770001501,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,10,1.2521412012209985,1,1,,1,,,,,,,,,,,,56.786406100029126,None,56.786406100029126,None,57.12765419995412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,1,0,56.46171639999375,56.46171639999375,56.46171639999375,None,56.46171639999375,None,h,1,0.2276386998128146,56.46171639999375,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,11,0.7786099100937782,1,1,,1,,,,,,,,,,,,58.01354050007649,None,58.01354050007649,None,58.32635929994285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,57.36381829995662,57.36381829995662,57.36381829995662,None,57.36381829995662,None,i,1,0.557879300089553,57.36381829995662,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,12,1.1438083063999689,1,1,,1,,,,,,,,,,,,59.211157199926674,None,59.211157199926674,None,59.540929900016636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,58.563956199912354,58.563956199912354,58.563956199912354,None,58.563956199912354,None,l,1,0.5815854000393301,58.563956199912354,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,13,0.19558035041954436,1,1,,1,,,,,,,,,,,,60.427204800071195,None,60.427204800071195,None,60.74156749993563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,59.76152350008488,59.76152350008488,59.76152350008488,None,59.76152350008488,None,u,1,0.5766008999198675,59.76152350008488,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,14,0.82344951303566,1,1,,1,,,,,,,,,,,,61.61762969987467,None,61.61762969987467,None,61.94683589995839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,60.969407099997625,60.969407099997625,60.969407099997625,None,60.969407099997625,None,h,1,0.5760516000445932,60.969407099997625,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,15,0.6893153693303797,1,1,,1,,,,,,,,,,,,62.654817200032994,None,62.654817200032994,None,62.982829299988225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,62.16636739997193,62.16636739997193,62.16636739997193,None,62.16636739997193,None,i,1,0.42092760000377893,62.16636739997193,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,0,0.02491727156816048,1,1,,1,,,,,,,,,,,,65.33010819996707,None,65.33010819996707,None,65.65889140008949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,64.03999179997481,64.03999179997481,64.03999179997481,None,64.03999179997481,None,h,1,1.2094701000023633,64.03999179997481,None,63.20687930006534,None,h,0.7950113001279533,63.20687930006534,None,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,1.2587360340976894,1,1,,1,,,,,,,,,,,,67.28018520004116,None,67.28018520004116,None,68.29201960004866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,65.8763331999071,65.8763331999071,65.8763331999071,None,65.8763331999071,None,u,0,1.310201199958101,65.8763331999071,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,0.6699814910486852,1,1,,1,,,,,,,,,,,,68.87889569997787,None,68.87889569997787,None,69.19180450006388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,1,0,68.53313239989802,68.53313239989802,68.53313239989802,None,68.53313239989802,None,i,1,0.26820719987154007,68.53313239989802,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,2,1.1862573374018517,1,1,,1,,,,,,,,,,,,70.18221940007061,None,70.18221940007061,None,70.50900570000522,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,69.42170519987121,69.42170519987121,69.42170519987121,None,69.42170519987121,None,h,1,0.676247299881652,69.42170519987121,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,3,0.6607250410607908,1,1,,1,,,,,,,,,,,,71.46464830008335,None,71.46464830008335,None,71.79158589988947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,70.73560429993086,70.73560429993086,70.73560429993086,None,70.73560429993086,None,i,1,0.64970160019584,70.73560429993086,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,4,1.0258259189765067,1,1,,1,,,,,,,,,,,,72.44737090007402,None,72.44737090007402,None,72.77047139988281,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,72.00854770001024,72.00854770001024,72.00854770001024,None,72.00854770001024,None,l,1,0.3689618001226336,72.00854770001024,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,5,0.8511669632062071,1,1,,1,,,,,,,,,,,,73.56372549990192,None,73.56372549990192,None,73.89312759996392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,72.99505120003596,72.99505120003596,72.99505120003596,None,72.99505120003596,None,u,1,0.4868854999076575,72.99505120003596,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,6,0.5979725108130491,1,1,,1,,,,,,,,,,,,75.02803759998642,None,75.02803759998642,None,75.36327650002204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,74.13982969988137,74.13982969988137,74.13982969988137,None,74.13982969988137,None,l,1,0.8064454002305865,74.13982969988137,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,7,1.1210782194624382,1,1,,1,,,,,,,,,,,,76.26410720008425,None,76.26410720008425,None,76.59633730002679,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,75.58515829988755,75.58515829988755,75.58515829988755,None,75.58515829988755,None,u,1,0.6001764999236912,75.58515829988755,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,8,0.5177705327836295,1,1,,1,,,,,,,,,,,,77.60616629989818,None,77.60616629989818,None,77.94355030008592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,76.80935449991375,76.80935449991375,76.80935449991375,None,76.80935449991375,None,h,1,0.7284947000443935,76.80935449991375,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,9,1.0856835005101848,1,1,,1,,,,,,,,,,,,78.86581810005009,None,78.86581810005009,None,79.19688339997083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,78.1723565000575,78.1723565000575,78.1723565000575,None,78.1723565000575,None,l,1,0.6290359999984503,78.1723565000575,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,10,0.9822573985024947,1,1,,1,,,,,,,,,,,,80.17575860000215,None,80.17575860000215,None,80.50833239988424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,79.4128773000557,79.4128773000557,79.4128773000557,None,79.4128773000557,None,l,1,0.6765163999516517,79.4128773000557,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,11,0.7595696970184413,1,1,,1,,,,,,,,,,,,81.52208049991168,None,81.52208049991168,None,81.87277329992503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,80.74099919991568,80.74099919991568,80.74099919991568,None,80.74099919991568,None,u,1,0.709038200089708,80.74099919991568,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,12,0.15219103176310567,1,1,,1,,,,,,,,,,,,82.72795239998959,None,82.72795239998959,None,83.06396900000982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,82.11160589987412,82.11160589987412,82.11160589987412,None,82.11160589987412,None,i,1,0.5298629000317305,82.11160589987412,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,i,RT,0,0,0.38695194954529555,1,1,,1,,,,,,,,,,,,90.64098989986815,None,90.64098989986815,None,90.95093809999526,None,,,,,,,84.72856529988348,None,h,1.545361700002104,84.72856529988348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,86.30742440000176,86.30742440000176,86.30742440000176,None,86.30742440000176,None,i,1,4.293994100065902,86.30742440000176,None,,,,,,,83.27115119993687,None,h,1.4263207002077252,83.27115119993687,None,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,3,l,RT,0,1,0.5511032411355259,1,1,,1,,,,,,,,,,,,91.88511939998716,None,91.88511939998716,None,92.18562579993159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,91.15521529992111,91.15521529992111,91.15521529992111,None,91.15521529992111,None,l,1,0.6950852000154555,91.15521529992111,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,0,h,RT,0,2,0.9590019630364877,1,1,,1,,,,,,,,,,,,92.92321679997258,None,92.92321679997258,None,93.23310029995628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,92.38811090006493,92.38811090006493,92.38811090006493,None,92.38811090006493,None,h,1,0.5009904999751598,92.38811090006493,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,l,RT,0,3,0.4412576724218964,1,1,,1,,,,,,,,,,,,94.33206619997509,None,94.33206619997509,None,94.63415280007757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,93.43761239992455,93.43761239992455,93.43761239992455,None,93.43761239992455,None,l,1,0.859718699939549,93.43761239992455,None,,,,,,,,,,,,,1,1,2020_Dec_04_1059,Context_Learning_new,2020.1.3,59.00171459876075,
