Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,2,0.6680902320855173,1,1,,,,,,,,,,,,,246.036813700106,None,246.036813700106,None,247.05648709996603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,245.3885193001479,245.3885193001479,245.3885193001479,None,245.3885193001479,None,i,0,0.5490229001734406,245.3885193001479,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,2,0.23187480800693305,1,1,,,,,,,,,,,,,247.834257400129,None,247.834257400129,None,248.15361439995468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,1,0,247.27246770006604,247.27246770006604,247.27246770006604,None,247.27246770006604,None,u,1,0.47331879986450076,247.27246770006604,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,3,0.5229682295852267,1,1,,,,,,,,,,,,,249.50348780001514,None,249.50348780001514,None,250.52222159993835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,248.37793199997395,248.37793199997395,248.37793199997395,None,248.37793199997395,None,i,0,1.0556619002018124,248.37793199997395,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,3,0.5684247707686416,1,1,,,,,,,,,,,,,252.0193161999341,None,252.0193161999341,None,252.34019630006514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,1,0,250.7744983001612,250.7744983001612,250.7744983001612,None,250.7744983001612,None,u,1,1.1626335999462754,250.7744983001612,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,4,1.1855614443697577,1,1,,,,,,,,,,,,,254.6229380001314,None,254.6229380001314,None,254.94768190011382,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,252.5557417999953,252.5557417999953,252.5557417999953,None,252.5557417999953,None,i,1,1.9974940998945385,252.5557417999953,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,5,0.32077479211614013,1,1,,,,,,,,,,,,,255.8448773000855,None,255.8448773000855,None,256.1554306000471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,255.18114160001278,255.18114160001278,255.18114160001278,None,255.18114160001278,None,h,1,0.5959210000000894,255.18114160001278,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,6,1.1623393569474978,1,1,,,,,,,,,,,,,256.947225500131,None,256.947225500131,None,257.27763419994153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,256.37495850003324,256.37495850003324,256.37495850003324,None,256.37495850003324,None,l,1,0.47457189997658134,256.37495850003324,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,7,0.8761049771030034,1,1,,,,,,,,,,,,,258.10615870007314,None,258.10615870007314,None,258.44266399997286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,257.49009900004603,257.49009900004603,257.49009900004603,None,257.49009900004603,None,i,1,0.5435850999783725,257.49009900004603,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,8,1.013990463758807,1,1,,,,,,,,,,,,,259.24075040011667,None,259.24075040011667,None,259.55540199996904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,258.6792762000114,258.6792762000114,258.6792762000114,None,258.6792762000114,None,i,1,0.49776289984583855,258.6792762000114,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,9,0.9096862660875378,1,1,,,,,,,,,,,,,260.5914161000401,None,260.5914161000401,None,260.9231428001076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,259.78753700014204,259.78753700014204,259.78753700014204,None,259.78753700014204,None,l,1,0.7421462999191135,259.78753700014204,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,10,0.5152818560854082,1,1,,,,,,,,,,,,,261.81283539999276,None,261.81283539999276,None,262.12549380003475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,261.1590027001221,261.1590027001221,261.1590027001221,None,261.1590027001221,None,h,1,0.5863127000629902,261.1590027001221,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,11,0.2714767008902106,1,1,,,,,,,,,,,,,263.0831478999462,None,263.0831478999462,None,264.1165317001287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,262.3596465000883,262.3596465000883,262.3596465000883,None,262.3596465000883,None,l,0,0.6336638000793755,262.3596465000883,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,11,0.5033730924120199,1,1,,,,,,,,,,,,,265.025949700037,None,265.025949700037,None,265.36208870005794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,1,0,264.3437578000594,264.3437578000594,264.3437578000594,None,264.3437578000594,None,i,1,0.6098815998993814,264.3437578000594,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,12,0.1707953151695194,1,1,,,,,,,,,,,,,266.1785391001031,None,266.1785391001031,None,266.49033459997736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,265.5947893001139,265.5947893001139,265.5947893001139,None,265.5947893001139,None,u,1,0.4946273001842201,265.5947893001139,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,13,0.7383344702443813,1,1,,,,,,,,,,,,,267.45625229994766,None,267.45625229994766,None,267.7819195999764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,266.7084550000727,266.7084550000727,266.7084550000727,None,266.7084550000727,None,h,1,0.6848209998570383,266.7084550000727,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,14,0.05448884801534515,1,1,,,,,,,,,,,,,268.8127797001507,None,268.8127797001507,None,269.1236257001292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,268.0283117000945,268.0283117000945,268.0283117000945,None,268.0283117000945,None,u,1,0.6929820000659674,268.0283117000945,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,0,0.8573723878745998,1,1,,,,,,,,,,,,,278.4296766000334,None,278.4296766000334,None,278.73964780010283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,277.16983120003715,277.16983120003715,277.16983120003715,None,277.16983120003715,None,h,1,1.18329199985601,277.16983120003715,None,269.333564999979,None,h,7.812486100010574,269.333564999979,None,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,1,1.1851458564600441,1,1,,,,,,,,,,,,,279.83670959994197,None,279.83670959994197,None,280.85928099998273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,278.96785979997367,278.96785979997367,278.96785979997367,None,278.96785979997367,None,u,0,0.7699189002159983,278.96785979997367,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,1,0.7468448185178773,1,1,,,,,,,,,,,,,281.50963560002856,None,281.50963560002856,None,281.82769070006907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,1,0,281.0725692000706,281.0725692000706,281.0725692000706,None,281.0725692000706,None,i,1,0.36114539997652173,281.0725692000706,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,2,0.19743510296297773,1,1,,,,,,,,,,,,,282.9597821999341,None,282.9597821999341,None,283.2741338000633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,282.04357410012744,282.04357410012744,282.04357410012744,None,282.04357410012744,None,u,1,0.8455164001788944,282.04357410012744,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,3,0.40835457663380637,1,1,,,,,,,,,,,,,284.3065651000943,None,284.3065651000943,None,284.64646230009384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,283.48892930010334,283.48892930010334,283.48892930010334,None,283.48892930010334,None,i,1,0.7523616999387741,283.48892930010334,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,4,1.2256089626423812,1,1,,,,,,,,,,,,,285.92956680012867,None,285.92956680012867,None,286.2394179000985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,284.8838586001657,284.8838586001657,284.8838586001657,None,284.8838586001657,None,h,1,0.9661850000265986,284.8838586001657,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,5,1.1638048859842414,1,1,,,,,,,,,,,,,287.1076573000755,None,287.1076573000755,None,287.4220078999642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,286.45565190003254,286.45565190003254,286.45565190003254,None,286.45565190003254,None,l,1,0.5853242999874055,286.45565190003254,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,6,0.14235321434916393,1,1,,,,,,,,,,,,,288.60688129998744,None,288.60688129998744,None,288.9425930001307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,287.6478661999572,287.6478661999572,287.6478661999572,None,287.6478661999572,None,u,1,0.8982639999594539,287.6478661999572,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,7,0.4485555402691528,1,1,,,,,,,,,,,,,289.79046489996836,None,289.79046489996836,None,290.11433450016193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,289.1556415001396,289.1556415001396,289.1556415001396,None,289.1556415001396,None,l,1,0.5655980000738055,289.1556415001396,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,8,0.41580468600964604,1,1,,,,,,,,,,,,,290.9433126000222,None,290.9433126000222,None,291.26691960007884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,290.3466642999556,290.3466642999556,290.3466642999556,None,290.3466642999556,None,h,1,0.5186511001084,290.3466642999556,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,9,0.2884107569989458,1,1,,,,,,,,,,,,,292.2593708001077,None,292.2593708001077,None,292.57067540008575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,291.4946385000367,291.4946385000367,291.4946385000367,None,291.4946385000367,None,u,1,0.690398900071159,291.4946385000367,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,10,0.785305711927077,1,1,,,,,,,,,,,,,293.52561150002293,None,293.52561150002293,None,293.83670200011693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,292.79959570011124,292.79959570011124,292.79959570011124,None,292.79959570011124,None,l,1,0.6575629999861121,292.79959570011124,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,11,0.05154373274878776,1,1,,,,,,,,,,,,,295.26231110002846,None,295.26231110002846,None,295.57690059999004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,294.06036230013706,294.06036230013706,294.06036230013706,None,294.06036230013706,None,l,1,1.1247388999909163,294.06036230013706,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,12,1.21574552262822,1,1,,,,,,,,,,,,,296.60982170002535,None,296.60982170002535,None,296.9238398000598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,295.7884192999918,295.7884192999918,295.7884192999918,None,295.7884192999918,None,u,1,0.7412123999092728,295.7884192999918,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,13,0.5118699843583423,1,1,,,,,,,,,,,,,297.9234359001275,None,297.9234359001275,None,298.2373089999892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,297.1392274000682,297.1392274000682,297.1392274000682,None,297.1392274000682,None,h,1,0.7097284998744726,297.1392274000682,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,14,0.4732006640300175,1,1,,,,,,,,,,,,,299.0219737000298,None,299.0219737000298,None,299.3584722999949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,298.458637899952,298.458637899952,298.458637899952,None,298.458637899952,None,i,1,0.4465501999948174,298.458637899952,None,,,,,,,,,,,,,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,h,RT,0,0,1.2893654092365758,1,1,,,,,,,,,,,,,304.146779099945,None,304.146779099945,None,304.4467128000688,None,,,,,,,300.74966460000724,None,h,1.779369299998507,300.74966460000724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,302.5465878001414,302.5465878001414,302.5465878001414,None,302.5465878001414,None,h,1,1.558572700014338,302.5465878001414,None,,,,,,,299.5719195001293,None,h,1.1490819999016821,299.5719195001293,None,1,001,2020_Dec_04_0058,Context_Learning_new,2020.1.3,61.08660853195947,
