Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,0,0.44511259616311305,2,1,0,,,,,,,,,,,,,,,,45.76994720008224,None,,,,,,,43.204450299963355,None,h,0.5774554999079555,43.204450299963355,None,0,0,43.81433520000428,None,43.81433520000428,None,43.81433520000428,None,44.9543527001515,None,u,1,1.5842694998718798,43.81433520000428,None,45.45538579998538,None,45.45538579998538,None,45.45538579998538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,1,0.46948559736712214,2,1,0,,,,,,,,,,,,,,,,47.93663120013662,None,,,,,,,,,,,,,0,0,45.97814050014131,None,45.97814050014131,None,45.97814050014131,None,47.086307800142094,None,h,1,1.6197768000420183,45.97814050014131,None,47.62859670002945,None,47.62859670002945,None,47.62859670002945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,2,1.296320019063465,2,1,0,,,,,,,,,,,,,,,,49.97003460000269,None,,,,,,,,,,,,,0,0,48.145542999962345,None,48.145542999962345,None,48.145542999962345,None,48.436650899937376,None,l,1,1.4844452000688761,48.145542999962345,None,49.668356999987736,None,49.668356999987736,None,49.668356999987736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,3,1.0419456379215124,2,1,0,,,,,,,,,,,,,,,,52.0869406000711,None,,,,,,,,,,,,,0,0,50.183535899966955,None,50.183535899966955,None,50.183535899966955,None,50.72003370011225,None,i,1,1.5505085000768304,50.183535899966955,None,51.78489420004189,None,51.78489420004189,None,51.78489420004189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,4,0.8606664529140886,2,1,0,,,,,,,,,,,,,,,,54.07194750010967,None,,,,,,,,,,,,,0,0,52.29834800004028,None,52.29834800004028,None,52.29834800004028,None,53.02007329999469,None,u,1,1.4275529999285936,52.29834800004028,None,53.763143999967724,None,53.763143999967724,None,53.763143999967724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,5,0.690869721244113,2,1,0,,,,,,,,,,,,,,,,56.13675129995681,None,,,,,,,,,,,,,0,0,54.29090190003626,None,54.29090190003626,None,54.29090190003626,None,55.189100299961865,None,h,1,1.498998599825427,54.29090190003626,None,55.83683339995332,None,55.83683339995332,None,55.83683339995332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,6,0.2848263751825728,2,1,0,,,,,,,,,,,,,,,,58.16999750002287,None,,,,,,,,,,,,,0,0,56.35412249993533,None,56.35412249993533,None,56.35412249993533,None,57.65533470013179,None,h,0,1.4758278999943286,56.35412249993533,None,57.86696829996072,None,57.86696829996072,None,57.86696829996072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,7,0.022466628201583738,2,1,0,,,,,,,,,,,,,,,,60.236790700117126,None,,,,,,,,,,,,,0,0,58.37813060008921,None,58.37813060008921,None,58.37813060008921,None,None,None,u,0,1.524608900072053,58.37813060008921,None,59.926517999963835,None,59.926517999963835,None,59.926517999963835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,0,0.9508148758242333,1,1,,,,,,,,,,,,,64.59715309995227,None,64.59715309995227,None,65.62315619993024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.440422900021076,None,h,1.4306379999034107,60.440422900021076,None,media/dnnb.png,1,0,0,61.898090000031516,61.898090000031516,61.898090000031516,None,61.898090000031516,None,u,0,2.635981700150296,61.898090000031516,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,0,1.2283998951322093,1,1,,,,,,,,,,,,,67.22799489996396,None,67.22799489996396,None,68.24463990004733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,1,0,65.86513789999299,65.86513789999299,65.86513789999299,None,65.86513789999299,None,l,0,1.3008705000393093,65.86513789999299,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,0,0.4661828481761163,1,1,,,,,,,,,,,,,69.0158055999782,None,69.0158055999782,None,69.3279504000675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,2,0,68.48608579998836,68.48608579998836,68.48608579998836,None,68.48608579998836,None,i,1,0.4638765000272542,68.48608579998836,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,1,0.2093080647492036,1,1,,,,,,,,,,,,,71.03609640011564,None,71.03609640011564,None,71.35392950009555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,69.56733800005168,69.56733800005168,69.56733800005168,None,69.56733800005168,None,l,1,1.37447729986161,69.56733800005168,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,2,0.6488391169363261,1,1,,,,,,,,,,,,,72.20314380014315,None,72.20314380014315,None,72.51365590002388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,71.56336560007185,71.56336560007185,71.56336560007185,None,71.56336560007185,None,h,1,0.5637270999141037,71.56336560007185,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,3,0.8425459310869621,1,1,,,,,,,,,,,,,73.10398479993455,None,73.10398479993455,None,73.41964130010456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,72.73015039996244,72.73015039996244,72.73015039996244,None,72.73015039996244,None,u,1,0.3081086000893265,72.73015039996244,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,4,1.2595971237807355,1,1,,,,,,,,,,,,,74.41253590001725,None,74.41253590001725,None,74.75009960005991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,73.62975830002688,73.62975830002688,73.62975830002688,None,73.62975830002688,None,u,1,0.7204219000414014,73.62975830002688,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,5,0.7871343726920006,1,1,,,,,,,,,,,,,75.68353010015562,None,75.68353010015562,None,75.996560000116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,74.96259930008091,74.96259930008091,74.96259930008091,None,74.96259930008091,None,h,1,0.6516384999267757,74.96259930008091,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,6,0.10463150916595931,1,1,,,,,,,,,,,,,76.87425890006125,None,76.87425890006125,None,77.20827529998496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,76.21504990011454,76.21504990011454,76.21504990011454,None,76.21504990011454,None,l,1,0.5747969001531601,76.21504990011454,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,7,0.14757923378460114,1,1,,,,,,,,,,,,,77.83606110000983,None,77.83606110000983,None,78.16046690009534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,77.43045730004087,77.43045730004087,77.43045730004087,None,77.43045730004087,None,i,1,0.33604069985449314,77.43045730004087,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,8,1.0832512340859988,1,1,,,,,,,,,,,,,79.18333670007996,None,79.18333670007996,None,79.51591209997423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,78.38429250009358,78.38429250009358,78.38429250009358,None,78.38429250009358,None,l,1,0.7259166999720037,78.38429250009358,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,9,0.022831289604613225,1,1,,,,,,,,,,,,,80.26063319994137,None,80.26063319994137,None,80.57908420008607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,79.73256890010089,79.73256890010089,79.73256890010089,None,79.73256890010089,None,u,1,0.45853260019794106,79.73256890010089,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,10,0.3914230254608948,1,1,,,,,,,,,,,,,81.48775870003738,None,81.48775870003738,None,81.79491179995239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,80.79574219998904,80.79574219998904,80.79574219998904,None,80.79574219998904,None,u,1,0.6023588001262397,80.79574219998904,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,11,0.033417888267497364,1,1,,,,,,,,,,,,,82.4406218000222,None,82.4406218000222,None,82.76083200005814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,82.0138588999398,82.0138588999398,82.0138588999398,None,82.0138588999398,None,h,1,0.3285095999017358,82.0138588999398,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,12,0.044915896183607806,1,1,,,,,,,,,,,,,83.93423489993438,None,83.93423489993438,None,84.26914530014619,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,82.98150989995338,82.98150989995338,82.98150989995338,None,82.98150989995338,None,i,1,0.8809573000762612,82.98150989995338,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,0,0.9048366943029564,1,1,,,,,,,,,,,,,89.38644560007378,None,89.38644560007378,None,89.69998309994116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,86.84576639998704,86.84576639998704,86.84576639998704,None,86.84576639998704,None,h,1,2.4719937001354992,86.84576639998704,None,84.47037520003505,None,h,2.3434026001486927,84.47037520003505,None,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,1,1.017564716388927,1,1,,,,,,,,,,,,,91.00780509994365,None,91.00780509994365,None,91.32775730011053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,89.91337130009197,89.91337130009197,89.91337130009197,None,89.91337130009197,None,u,1,1.0206182000692934,89.91337130009197,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,2,0.2919549855419097,1,1,,,,,,,,,,,,,92.07687680004165,None,92.07687680004165,None,92.40133749996312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,91.54647840000689,91.54647840000689,91.54647840000689,None,91.54647840000689,None,i,1,0.45155019988305867,91.54647840000689,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,3,1.234836828477933,1,1,,,,,,,,,,,,,93.26825950015336,None,93.26825950015336,None,93.58204000000842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,92.6140066999942,92.6140066999942,92.6140066999942,None,92.6140066999942,None,i,1,0.5683613000437617,92.6140066999942,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,4,1.2429180158101172,1,1,,,,,,,,,,,,,94.3953375001438,None,94.3953375001438,None,94.72121210000478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,93.80286890012212,93.80286890012212,93.80286890012212,None,93.80286890012212,None,l,1,0.47509900014847517,93.80286890012212,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,5,0.3507009009699711,1,1,,,,,,,,,,,,,95.79817160009407,None,95.79817160009407,None,96.1106235999614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,94.94053000002168,94.94053000002168,94.94053000002168,None,94.94053000002168,None,h,1,0.7932810999918729,94.94053000002168,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,6,0.08168841227183177,1,1,,,,,,,,,,,,,97.36516329995357,None,97.36516329995357,None,97.7077904001344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,96.34126710006967,96.34126710006967,96.34126710006967,None,96.34126710006967,None,u,1,0.9528888000641018,96.34126710006967,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,7,0.7499691959046775,1,1,,,,,,,,,,,,,98.52264580014162,None,98.52264580014162,None,98.84490370005369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,97.94689569994807,97.94689569994807,97.94689569994807,None,97.94689569994807,None,l,1,0.5079259998165071,97.94689569994807,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
