Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_count,Trial_count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,,0.22927374915787468,1,1,,,,,,,,,,,,,55.91122499993071,None,55.91122499993071,None,56.92307369993068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,1,3,0,55.30529599986039,55.30529599986039,55.30529599986039,None,55.30529599986039,None,i,0,0.5233290998730808,55.30529599986039,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,1.1624078090419365,1,1,,,,,,,,,,,,,57.5252658999525,None,57.5252658999525,None,57.836855799891055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,2,4,0,57.13905130000785,57.13905130000785,57.13905130000785,None,57.13905130000785,None,h,1,0.30497479997575283,57.13905130000785,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,,0.27999120711248304,1,1,,,,,,,,,,,,,58.79086619988084,None,58.79086619988084,None,59.125002400018275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,6,0,58.0597237998154,58.0597237998154,58.0597237998154,None,58.0597237998154,None,u,1,0.6563735001254827,58.0597237998154,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,,1.2498412176869043,1,1,,,,,,,,,,,,,59.95676179998554,None,59.95676179998554,None,60.282390399836004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,8,0,59.34136849991046,59.34136849991046,59.34136849991046,None,59.34136849991046,None,u,1,0.5345497000962496,59.34136849991046,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,,0.48261389079964867,1,1,,,,,,,,,,,,,61.22724589984864,None,61.22724589984864,None,61.53782349987887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,10,0,60.504847599891946,60.504847599891946,60.504847599891946,None,60.504847599891946,None,u,1,0.6429343000054359,60.504847599891946,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,0.07984224761425462,1,1,,,,,,,,,,,,,62.51889760000631,None,62.51889760000631,None,62.83692199992947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,12,0,61.76381909986958,61.76381909986958,61.76381909986958,None,61.76381909986958,None,h,1,0.6491690999828279,61.76381909986958,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,,0.9231606476629286,1,1,,,,,,,,,,,,,63.53927359986119,None,63.53927359986119,None,64.56170099996962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,14,0,63.067871699808165,63.067871699808165,63.067871699808165,None,63.067871699808165,None,l,0,0.399688099976629,63.067871699808165,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,0.7504889827598829,1,1,,,,,,,,,,,,,65.20474259997718,None,65.20474259997718,None,66.24197539989837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,1,15,0,64.77116849995218,64.77116849995218,64.77116849995218,None,64.77116849995218,None,i,0,0.3690657000988722,64.77116849995218,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,,1.1269248267677454,1,1,,,,,,,,,,,,,86.80995499994606,None,86.80995499994606,None,87.127610999858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,2,16,0,66.45792409987189,66.45792409987189,66.45792409987189,None,66.45792409987189,None,l,1,20.273689599940553,66.45792409987189,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,,0.738359009260011,1,1,,,,,,,,,,,,,88.27063319995068,None,88.27063319995068,None,89.28702799999155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,18,0,87.3536904999055,87.3536904999055,87.3536904999055,None,87.3536904999055,None,h,0,0.8498653001151979,87.3536904999055,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,1.091061503536486,1,1,,,,,,,,,,,,,90.37216529995203,None,90.37216529995203,None,91.41242219996639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,1,19,0,89.52282830001786,89.52282830001786,89.52282830001786,None,89.52282830001786,None,i,0,0.7611978999339044,89.52282830001786,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,,1.159778903338,1,1,,,,,,,,,,,,,92.40444760001265,None,92.40444760001265,None,92.726478099823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,2,20,0,91.62115329992957,91.62115329992957,91.62115329992957,None,91.62115329992957,None,l,1,0.6705460001248866,91.62115329992957,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,0.028940645412382837,1,1,,,,,,,,,,,,,93.57395550003275,None,93.57395550003275,None,93.89172949991189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,22,0,92.95878969994374,92.95878969994374,92.95878969994374,None,92.95878969994374,None,h,1,0.5408917001914233,92.95878969994374,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,0.7729546467541044,1,1,,,,,,,,,,,,,94.95790629996918,None,94.95790629996918,None,95.27073580003344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,24,0,94.10498469998129,94.10498469998129,94.10498469998129,None,94.10498469998129,None,h,1,0.7785735998768359,94.10498469998129,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,,1.2357707679793544,1,1,,,,,,,,,,,,,96.22364229988307,None,96.22364229988307,None,96.55337479989976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,26,0,95.50034060003236,95.50034060003236,95.50034060003236,None,95.50034060003236,None,l,1,0.6474584999959916,95.50034060003236,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,,0.555805557811414,1,1,,,,,,,,,,,,,97.20897459983826,None,97.20897459983826,None,97.52323129982688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,28,0,96.77915029996075,96.77915029996075,96.77915029996075,None,96.77915029996075,None,u,1,0.3524394000414759,96.77915029996075,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,0.4530335199824027,1,1,,,,,,,,,,,,,98.60642269998789,None,98.60642269998789,None,98.95461099990644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,30,0,97.76439849985763,97.76439849985763,97.76439849985763,None,97.76439849985763,None,h,1,0.7756684999912977,97.76439849985763,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,0.5981940613482313,1,1,,,,,,,,,,,,,100.084360799985,None,100.084360799985,None,100.40414719982073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,32,0,99.17379589984193,99.17379589984193,99.17379589984193,None,99.17379589984193,None,h,1,0.8139078998938203,99.17379589984193,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR_Old,0,,1.1356444730439115,1,1,,,,,,,,,,,,,101.40784899983555,None,101.40784899983555,None,101.73303469992243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,34,0,100.62806020001881,100.62806020001881,100.62806020001881,None,100.62806020001881,None,l,1,0.7115774000994861,100.62806020001881,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,,0.8052885469065418,1,1,,,,,,,,,,,,,102.95631849998608,None,102.95631849998608,None,103.26995009998791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,36,0,101.95836879988201,101.95836879988201,101.95836879988201,None,101.95836879988201,None,i,1,0.924907400039956,101.95836879988201,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,,0.3223897102669677,1,1,,,,,,,,,,,,,104.10775789991021,None,104.10775789991021,None,104.42133129993454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,38,0,103.49718529987149,103.49718529987149,103.49718529987149,None,103.49718529987149,None,u,1,0.5462335001211613,103.49718529987149,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,,1.0478556427206573,1,1,,,,,,,,,,,,,105.32374259992503,None,105.32374259992503,None,105.64298060000874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,40,0,104.66036599990912,104.66036599990912,104.66036599990912,None,104.66036599990912,None,h,1,0.5991545000579208,104.66036599990912,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR_Old,0,,0.4647936370906247,1,1,,,,,,,,,,,,,106.39054359984584,None,106.39054359984584,None,106.70443239994347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,42,0,105.87604180001654,105.87604180001654,105.87604180001654,None,105.87604180001654,None,i,1,0.4394491999410093,105.87604180001654,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,,0.2794881654596293,1,1,,,,,,,,,,,,,115.33969819988124,None,115.33969819988124,None,115.66188189992681,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,0,107.77752609993331,107.77752609993331,107.77752609993331,None,107.77752609993331,None,l,1,7.474042599787936,107.77752609993331,None,106.91542179998942,None,h,0.8329303001519293,106.91542179998942,None,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,,0.9325384776967498,1,1,,,,,,,,,,,,,116.90406199987046,None,116.90406199987046,None,117.23069939995185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,2,0,115.88315210002474,115.88315210002474,115.88315210002474,None,115.88315210002474,None,h,1,0.9444424998946488,115.88315210002474,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,,0.7946830176910722,1,1,,,,,,,,,,,,,119.55595149984583,None,119.55595149984583,None,120.57513539982028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,4,0,117.45737459999509,117.45737459999509,117.45737459999509,None,117.45737459999509,None,u,0,2.0261701999697834,117.45737459999509,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,,0.7483709147046453,1,1,,,,,,,,,,,,,121.22046849993058,None,121.22046849993058,None,121.55539689981379,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,1,5,0,120.78987079998478,120.78987079998478,120.78987079998478,None,120.78987079998478,None,i,1,0.349849299993366,120.78987079998478,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,,1.2923522054628043,1,1,,,,,,,,,,,,,123.07629340002313,None,123.07629340002313,None,124.09014049987309,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,7,0,121.78248859988526,121.78248859988526,121.78248859988526,None,121.78248859988526,None,l,0,1.2133088998962194,121.78248859988526,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,l,CR_Old,0,,0.25039756662902635,1,1,,,,,,,,,,,,,125.31172899994999,None,125.31172899994999,None,125.61965519981459,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,1,8,0,124.31372669991106,124.31372669991106,124.31372669991106,None,124.31372669991106,None,l,1,0.9216676000505686,124.31372669991106,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,CR_Old,0,,1.2336969628495889,1,1,,,,,,,,,,,,,126.372976699844,None,126.372976699844,None,126.70111239980906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,10,0,125.8500055000186,125.8500055000186,125.8500055000186,None,125.8500055000186,None,i,1,0.44975659996271133,125.8500055000186,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,,1.1361951923990732,1,1,,,,,,,,,,,,,127.72570109996013,None,127.72570109996013,None,128.04273949982598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,12,0,126.92980489996262,126.92980489996262,126.92980489996262,None,126.92980489996262,None,u,1,0.7298218000214547,126.92980489996262,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,,0.902151862307569,1,1,,,,,,,,,,,,,128.71534110000357,None,128.71534110000357,None,129.04847969999537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,14,0,128.2573935999535,128.2573935999535,128.2573935999535,None,128.2573935999535,None,h,1,0.3784723000135273,128.2573935999535,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,CR_Old,0,,0.2056820114268223,1,1,,,,,,,,,,,,,129.93182890000753,None,129.93182890000753,None,130.25942779984325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,16,0,129.2740980000235,129.2740980000235,129.2740980000235,None,129.2740980000235,None,u,1,0.5621285999659449,129.2740980000235,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,h,CR_Old,0,,0.3809716588331813,1,1,,,,,,,,,,,,,131.22690179990605,None,131.22690179990605,None,131.55431709997356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,18,0,130.47241229983047,130.47241229983047,130.47241229983047,None,130.47241229983047,None,h,1,0.69122159993276,130.47241229983047,None,,,,,,,,,,,,,1,001,2020_Dec_04_0044,Context_Learning_new,2020.1.3,60.197375170948185,
